City,Country,Lat,Lng,Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Khash,IR,28.22,61.21,41.75,41.75,78,0,2.89,Fri Nov  9 12:11:04 2018
Saint Anthony,US,43.97,-111.68,34.05,35.06,41,1,12.75,Fri Nov  9 10:56:00 2018
Florianopolis,BR,-27.6,-48.55,73.4,73.4,78,75,10.29,Fri Nov  9 11:00:00 2018
Gushikawa,JP,26.35,127.87,70.61,73.4,88,1,6.93,Fri Nov  9 12:00:00 2018
Rembang,ID,-6.71,111.35,77.48,77.48,100,24,6.53,Fri Nov  9 12:11:06 2018
Grand Gaube,MU,-20.01,57.66,75.2,75.2,78,40,6.93,Fri Nov  9 11:00:00 2018
Sitka,US,37.17,-99.65,39.95,39.95,48,0,13.69,Fri Nov  9 12:11:07 2018
Morbach,DE,49.52,10.62,46.38,48.2,87,75,9.17,Fri Nov  9 11:20:00 2018
Khandyga,RU,62.65,135.58,-13.29,-13.29,62,0,3.4,Fri Nov  9 12:11:08 2018
Porgera,PG,-5.46,143.15,50.21,50.21,91,12,2.21,Fri Nov  9 12:11:08 2018
Labuhan,ID,-2.54,115.51,73.03,73.03,100,44,2.33,Fri Nov  9 12:11:08 2018
Romitan,UZ,39.93,64.38,39.2,39.2,64,0,2.24,Fri Nov  9 11:30:00 2018
Sibolga,ID,1.74,98.78,68.62,68.62,100,92,2.1,Fri Nov  9 12:11:09 2018
Vernon,CA,50.27,-119.27,33.8,33.8,86,90,5.82,Fri Nov  9 11:03:00 2018
Arica,CL,-18.48,-70.32,71.6,71.6,56,0,11.41,Fri Nov  9 12:00:00 2018
Gerash,IR,27.67,54.14,71.6,71.6,46,0,6.93,Fri Nov  9 11:00:00 2018
Alice Springs,AU,-23.7,133.88,55.4,55.4,76,0,3.36,Fri Nov  9 11:30:00 2018
Ito,JP,34.93,139.09,66.32,66.32,100,12,8.1,Fri Nov  9 12:11:12 2018
Dolores Hidalgo,MX,21.16,-100.93,78.8,78.8,34,40,6.87,Fri Nov  9 11:40:00 2018
Danjiangkou,CN,32.54,111.51,38.83,38.83,90,80,2.39,Fri Nov  9 12:11:13 2018
Cuamba,MZ,-14.8,36.54,64.34,64.34,79,0,10.56,Fri Nov  9 12:11:14 2018
Cayenne,GF,4.94,-52.33,87.8,87.8,66,0,11.41,Fri Nov  9 11:30:00 2018
Port-Gentil,GA,-0.72,8.78,80.6,80.6,83,40,9.17,Fri Nov  9 11:00:00 2018
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,21.2,21.2,57,56,11.18,Fri Nov  9 11:30:00 2018
Groningen,NL,53.22,6.57,47.64,48.2,93,0,4.7,Fri Nov  9 11:25:00 2018
Kvarkeno,RU,52.08,59.73,9.58,9.58,68,64,5.57,Fri Nov  9 12:11:17 2018
Tual,ID,-5.67,132.75,82.97,82.97,100,8,10.83,Fri Nov  9 12:11:17 2018
Butembo,CD,0.12,29.29,59.53,59.53,96,24,1.54,Fri Nov  9 12:11:18 2018
Muhos,FI,64.81,26.0,41.0,41.0,100,92,6.93,Fri Nov  9 11:20:00 2018
Salym,RU,60.06,71.48,2.06,2.06,69,32,5.86,Fri Nov  9 12:11:19 2018
Kozmodemyansk,RU,56.33,46.55,30.2,30.2,80,75,6.71,Fri Nov  9 11:30:00 2018
Massakory,TD,13.0,15.73,69.29,69.29,22,0,9.44,Fri Nov  9 12:11:20 2018
Mehriz,IR,31.58,54.44,59.0,59.0,38,40,9.17,Fri Nov  9 11:00:00 2018
Maumere,ID,-8.63,122.22,80.95,80.95,100,0,4.34,Fri Nov  9 12:11:21 2018
Port Lincoln,AU,-34.72,135.86,53.77,53.77,100,0,5.53,Fri Nov  9 12:09:07 2018
Saint-Pierre,FR,48.95,4.24,51.21,53.6,93,0,11.41,Fri Nov  9 11:30:00 2018
Ferrol,ES,43.48,-8.23,58.69,60.8,87,75,19.46,Fri Nov  9 11:43:00 2018
Rio Grande,BR,-32.03,-52.1,84.2,84.2,54,0,13.87,Fri Nov  9 11:00:00 2018
Silveira,PT,39.11,-9.36,60.8,60.8,87,75,10.29,Fri Nov  9 11:30:00 2018
